date,open,high,low,close,volume
2020-01-02,1.95228365,1.96889883,1.94397606,1.96059124,73908065
2020-01-03,1.95228365,1.96059124,1.94397606,1.95228365,45627823
2020-01-06,1.94397606,1.96059124,1.93566847,1.94397606,71404512
2020-01-07,1.94397606,1.96889883,1.93566847,1.96059124,62944900
2020-01-08,1.96059124,1.96059124,1.93566847,1.95228365,55200092
2020-01-09,1.95228365,1.96059124,1.93566847,1.95228365,48533049
2020-01-10,1.95228365,1.95228365,1.93566847,1.94397606,35444255
2020-01-13,1.93566847,1.94397606,1.91905329,1.92736088,54281420
2020-01-14,1.92736088,1.93566847,1.91905329,1.92736088,36899247
2020-01-15,1.92736088,1.93566847,1.9107457,1.91905329,39033230
2020-01-16,1.91905329,1.92736088,1.90243811,1.90243811,27906490
2020-01-17,1.90243811,1.91905329,1.90243811,1.90243811,26667971
2020-01-20,1.90243811,1.9107457,1.89413052,1.90243811,34552570
2020-01-21,1.90243811,1.9107457,1.87751534,1.88582293,34750239
2020-01-22,1.87751534,1.88582293,1.86090016,1.87751534,39660179
2020-01-23,1.86920775,1.86920775,1.83597739,1.84428498,58648602
2020-02-03,1.661518,1.70305595,1.661518,1.66982559,165224437
2020-02-04,1.661518,1.7445939,1.65321041,1.71136354,111841725
2020-02-05,1.71136354,1.7445939,1.69474836,1.73628631,64667350
2020-02-06,1.73628631,1.7445939,1.71136354,1.7445939,56998714
2020-02-07,1.73628631,1.75290149,1.71967113,1.75290149,54671096
2020-02-10,1.73628631,1.76120908,1.72797872,1.75290149,57486073
2020-02-11,1.75290149,1.77782426,1.7445939,1.75290149,67663344
2020-02-12,1.75290149,1.77782426,1.73628631,1.76951667,67834454
2020-02-13,1.76120908,1.77782426,1.76120908,1.76120908,47717885
2020-02-14,1.76120908,1.76951667,1.75290149,1.76120908,33418045
2020-02-17,1.76120908,1.78613185,1.75290149,1.78613185,65406931
2020-02-18,1.78613185,1.81105462,1.76951667,1.78613185,66363439
2020-02-19,1.77782426,1.78613185,1.76951667,1.77782426,38632718
2020-02-20,1.77782426,1.80274703,1.76951667,1.79443944,65607873
2020-02-21,1.78613185,1.80274703,1.78613185,1.79443944,65342378
2020-02-24,1.79443944,1.79443944,1.76951667,1.77782426,61030245
2020-02-25,1.76120908,1.76120908,1.73628631,1.75290149,97236743
2020-02-26,1.7445939,1.78613185,1.72797872,1.77782426,100076594
2020-02-27,1.77782426,1.79443944,1.76951667,1.77782426,67657081
2020-02-28,1.76120908,1.76120908,1.72797872,1.7445939,93032304
2020-03-02,1.73628631,1.81105462,1.73628631,1.79443944,90740261
2020-03-03,1.80274703,1.81105462,1.77782426,1.77782426,102562267
2020-03-04,1.77782426,1.80274703,1.76120908,1.77782426,98778597
2020-03-05,1.78613185,1.81105462,1.77782426,1.80274703,121794333
2020-03-06,1.78613185,1.80274703,1.77782426,1.78613185,71939301
2020-03-09,1.77782426,1.78613185,1.75290149,1.75290149,95074800
2020-03-10,1.7445939,1.77782426,1.73628631,1.76951667,88837118
2020-03-11,1.76951667,1.77782426,1.75290149,1.76120908,69799475
2020-03-12,1.75290149,1.75290149,1.72797872,1.7445939,86309800
2020-03-13,1.69474836,1.72797872,1.67813318,1.72797872,85830535
2020-03-16,1.73628631,1.7445939,1.71136354,1.71136354,70280932
2020-03-17,1.69474836,1.71967113,1.69474836,1.71136354,68015569
2020-03-18,1.71136354,1.71967113,1.69474836,1.69474836,56038202
2020-03-19,1.69474836,1.70305595,1.66982559,1.69474836,73632540
2020-03-20,1.69474836,1.70305595,1.66982559,1.68644077,64041487
2020-03-23,1.661518,1.67813318,1.661518,1.66982559,66193675
2020-03-24,1.67813318,1.68644077,1.661518,1.67813318,56747922
2020-03-25,1.69474836,1.70305595,1.67813318,1.68644077,64452707
2020-03-26,1.67813318,1.68644077,1.66982559,1.67813318,41990761
2020-03-27,1.68644077,1.69474836,1.67813318,1.68644077,47239648
2020-03-30,1.67813318,1.68644077,1.661518,1.67813318,47576779
2020-03-31,1.68644077,1.69474836,1.67813318,1.68644077,43234171
2020-04-01,1.68644077,1.70305595,1.67813318,1.67813318,45111852
2020-04-02,1.67813318,1.69474836,1.66982559,1.68644077,38378042
2020-04-03,1.68644077,1.69474836,1.67813318,1.67813318,27813710
2020-04-07,1.68644077,1.70305595,1.68644077,1.70305595,58255009
2020-04-08,1.69474836,1.70305595,1.68644077,1.69474836,36158191
2020-04-09,1.70305595,1.70305595,1.69474836,1.69474836,16520837
2020-04-10,1.69474836,1.70305595,1.68644077,1.68644077,26339924
2020-04-13,1.68644077,1.69474836,1.67813318,1.68644077,30060800
2020-04-14,1.68644077,1.69474836,1.68644077,1.69474836,57376052
2020-04-15,1.69474836,1.69474836,1.67813318,1.68644077,42097361
2020-04-16,1.67813318,1.76120908,1.67813318,1.71967113,139291608
2020-04-17,1.70305595,1.71136354,1.67813318,1.69474836,93690722
2020-04-20,1.69474836,1.69474836,1.67813318,1.68644077,63428156
2020-04-21,1.68644077,1.68644077,1.661518,1.66982559,74362959
2020-04-22,1.661518,1.67813318,1.661518,1.67813318,42139306
2020-04-23,1.67813318,1.67813318,1.661518,1.66982559,47075167
2020-04-24,1.66982559,1.66982559,1.661518,1.661518,34157868
2020-04-27,1.661518,1.66982559,1.65321041,1.661518,34319922
2020-04-28,1.661518,1.66982559,1.63659523,1.64490282,72255005
2020-04-29,1.63659523,1.65321041,1.63659523,1.64490282,37515655
2020-04-30,1.63659523,1.65321041,1.63659523,1.65321041,56574209
2020-05-06,1.64490282,1.65321041,1.63659523,1.64490282,46903084
2020-05-07,1.64490282,1.65321041,1.63659523,1.64490282,48017383
2020-05-08,1.64490282,1.65321041,1.63659523,1.64490282,39288312
2020-05-11,1.64490282,1.65321041,1.63659523,1.63659523,46029857
2020-05-12,1.63659523,1.64490282,1.61998005,1.62828764,51262413
2020-05-13,1.61998005,1.62828764,1.60336487,1.61167246,65013065
2020-05-14,1.60336487,1.61167246,1.5784421,1.5784421,73661444
2020-05-15,1.5784421,1.58674969,1.5784421,1.5784421,34241182
2020-05-18,1.5784421,1.58674969,1.56182692,1.57013451,58656156
2020-05-19,1.57013451,1.5784421,1.56182692,1.57013451,43400257
2020-05-20,1.57013451,1.5784421,1.56182692,1.56182692,25718453
2020-05-21,1.57013451,1.57013451,1.52028897,1.52859656,91408804
2020-05-22,1.52028897,1.52859656,1.48705861,1.50367379,82634908
2020-05-25,1.4953662,1.51198138,1.48705861,1.4953662,34109933
2020-05-26,1.50367379,1.51198138,1.4953662,1.50367379,35560132
2020-05-27,1.50367379,1.51198138,1.48705861,1.50367379,25444560
2020-05-28,1.50367379,1.52028897,1.4953662,1.50367379,37820207
2020-05-29,1.50367379,1.51198138,1.4953662,1.51198138,47706787
2020-06-01,1.51198138,1.52859656,1.50367379,1.52028897,49519443
2020-06-02,1.52028897,1.5784421,1.51198138,1.56182692,98029227
2020-06-03,1.56182692,1.56182692,1.52859656,1.52859656,65863237
2020-06-04,1.53690415,1.54521174,1.52859656,1.52859656,32090939
2020-06-05,1.52859656,1.53690415,1.52028897,1.52859656,35823911
2020-06-08,1.52859656,1.53690415,1.52028897,1.52028897,28592549
2020-06-09,1.52859656,1.54521174,1.52028897,1.53690415,53983660
2020-06-10,1.53690415,1.53690415,1.51198138,1.52028897,38533749
2020-06-11,1.52028897,1.52028897,1.50367379,1.51198138,29521454
2020-06-12,1.4953662,1.51198138,1.48705861,1.51198138,61667787
2020-06-15,1.50367379,1.51198138,1.4953662,1.4953662,45216672
2020-06-16,1.50367379,1.51198138,1.50367379,1.50367379,34158635
2020-06-17,1.51198138,1.52028897,1.50367379,1.52028897,31733047
2020-06-18,1.51198138,1.56182692,1.51198138,1.55351933,95778965
2020-06-19,1.53690415,1.54521174,1.52859656,1.54521174,54064734
2020-06-22,1.53690415,1.54521174,1.52859656,1.52859656,33244075
2020-06-23,1.52859656,1.53690415,1.51198138,1.51198138,37342442
2020-06-24,1.52028897,1.54521174,1.52028897,1.53690415,45291418
2020-06-29,1.52859656,1.54521174,1.52028897,1.52859656,38250736
2020-06-30,1.53690415,1.54521174,1.52859656,1.53690415,24801672
2020-07-01,1.53690415,1.54521174,1.52859656,1.54521174,39480759
2020-07-02,1.53690415,1.5784421,1.52859656,1.57013451,106044355
2020-07-03,1.5786679,1.60426792,1.57013456,1.60426792,113253382
2020-07-06,1.60426792,1.706668,1.60426792,1.68960132,212355164
2020-07-07,1.71520134,1.74080136,1.68106798,1.68960132,203976814
2020-07-08,1.68960132,1.72373468,1.6640013,1.71520134,173371503
2020-07-09,1.706668,1.72373468,1.69813466,1.71520134,135816268
2020-07-10,1.71520134,1.71520134,1.68106798,1.68106798,122311356
2020-07-13,1.68106798,1.71520134,1.67253464,1.706668,124276668
2020-07-14,1.706668,1.71520134,1.68106798,1.68960132,97486628
2020-07-15,1.68960132,1.71520134,1.67253464,1.68106798,99817891
2020-07-16,1.72373468,1.76640138,1.69813466,1.706668,273301216
2020-07-17,1.69813466,1.706668,1.68106798,1.68960132,105122965
2020-07-20,1.69813466,1.73226802,1.68960132,1.73226802,123603914
2020-07-21,1.73226802,1.7493347,1.706668,1.71520134,83805693
2020-07-22,1.73226802,1.7493347,1.72373468,1.73226802,118233238
