date,open,high,low,close,volume
2020-01-02,39.9530334,41.7231045,39.75796434,40.3142724,41123567
2020-01-03,40.458768,40.5310158,39.33170232,39.50509704,28864212
2020-01-06,39.02103678,39.40395012,38.3274579,38.52252696,34356081
2020-01-07,38.37803136,39.10773414,38.37803136,38.63812344,23478333
2020-01-08,38.291334,38.56587564,38.0023428,38.06736582,23232476
2020-01-09,38.5803252,38.652573,38.04569148,38.39248092,22788922
2020-01-10,38.37080658,38.71037124,37.7855994,38.60922432,25068454
2020-01-13,38.291334,38.291334,37.3521126,38.08904016,32982604
2020-01-14,38.0745906,38.652573,37.91564544,38.22631098,23102135
2020-01-15,38.3635818,38.44305438,37.6772277,37.92287022,17396916
2020-01-16,37.76392506,38.0023428,37.2798648,37.37378694,24712567
2020-01-17,37.7133516,38.0384667,37.43880996,37.66277814,16927971
2020-01-20,37.66277814,38.4358296,37.6411038,38.04569148,26280239
2020-01-21,37.568856,37.58330556,36.18169824,36.21782214,40751329
2020-01-22,35.84935836,36.46346466,35.62539018,36.15279912,39854244
2020-01-23,36.0516522,36.1239,34.3538289,34.678944,43507835
2020-02-03,31.21827438,32.7282534,31.21827438,32.38868874,75940224
2020-02-04,32.71380384,34.8956874,32.71380384,34.25990676,48562246
2020-02-05,34.2454572,34.7873157,33.8842182,34.08651204,38919000
2020-02-06,34.33215456,34.92458652,33.81919518,34.65004488,28755749
2020-02-07,34.45497582,35.0040591,34.27435632,34.90291218,24037998
2020-02-10,34.5344484,37.207617,34.3538289,37.04144706,46788218
2020-02-11,36.75968064,37.6411038,36.56461158,37.2798648,40200560
2020-02-12,36.7018824,37.44603474,36.5573868,37.43158518,29140812
2020-02-13,37.568856,38.26965966,37.22929134,37.9662189,37503114
2020-02-14,37.568856,38.291334,37.568856,38.16128796,24535007
2020-02-17,38.16128796,38.67424734,37.84339764,38.59477476,29901592
2020-02-18,38.29855878,38.48640306,37.11369486,37.4243604,44442094
2020-02-19,37.21484178,38.26965966,36.86082756,37.72780116,26362245
2020-02-20,37.91564544,38.04569148,37.21484178,37.8939711,26177995
2020-02-21,37.57608078,38.1829623,37.33766304,37.75670028,28589893
2020-02-24,37.72780116,39.4111749,37.51828254,38.30578356,44958127
2020-02-25,37.4604843,38.03124192,36.8825019,37.5327321,34729771
2020-02-26,36.83915322,39.1944315,36.67298328,38.50085262,64677528
2020-02-27,38.5442013,40.7838831,38.5442013,40.22035026,64117226
2020-02-28,39.17998194,41.09454864,39.013812,39.63514308,57980571
2020-03-02,39.93858384,43.6015473,39.93858384,43.57264818,103858380
2020-03-03,44.88755814,44.88755814,42.06266916,42.626202,90455108
2020-03-04,42.03377004,43.47872604,41.903724,42.79959672,47563462
2020-03-05,42.93686754,43.21140918,42.31553646,42.66955068,38152290
2020-03-06,42.24328866,42.3372108,41.2896177,41.3257416,42461489
2020-03-09,40.5310158,40.91392914,39.8446617,40.2420246,43452287
2020-03-10,40.2420246,42.06266916,39.94580862,41.59305846,42833264
2020-03-11,41.56415934,41.5786089,40.4948919,40.55991492,25089185
2020-03-12,39.7724139,40.2420246,38.93433942,39.87356082,34492545
2020-03-13,37.930095,40.01805642,37.47493386,39.10050936,38338657
2020-03-16,39.39672534,39.83021214,37.14259398,37.3521126,37312703
2020-03-17,37.92287022,38.3997057,35.5459176,36.846378,46040522
2020-03-18,37.3159887,38.71037124,37.09202052,37.1353692,47970875
2020-03-19,36.9547497,37.75670028,34.44775104,36.18892302,57758546
2020-03-20,36.74523108,38.34913224,36.0155283,38.19741186,51326788
2020-03-23,36.485139,38.291334,36.47068944,37.37378694,44988549
2020-03-24,38.38525614,39.4834227,37.98066846,39.4834227,45918537
2020-03-25,40.820007,41.31851682,39.53399616,39.99638208,43503443
2020-03-26,39.23778018,40.62493794,39.18720672,39.25222974,23976392
2020-03-27,39.73629,40.820007,39.21610584,40.32872196,36329150
